pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Thomson,DWG855,ST80.30.06,0024d1b6ea6f,10.139.69.3,259879,1171753,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6eafb,10.162.74.181,449973,1131300,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6eb5d,10.164.65.234,421354,1354377,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ebaa,10.139.65.245,1515025,1172912,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ebbf,10.159.126.66,1512733,1141472,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ebdb,10.149.118.235,1513016,1152281,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ec0c,10.131.119.117,233795,1141448,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b6ec1a,10.159.103.251,1512344,1141447,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ec52,10.135.89.77,1513477,1152380,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ecc2,10.135.75.203,1527254,1155512,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ecec,10.159.76.165,1511404,1511404,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ed1d,10.164.116.144,1511797,1172302,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ed47,10.139.75.225,1511815,1172294,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ed5c,10.164.116.26,467932,1172275,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ed94,10.135.73.199,204645,204645,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b6eda2,10.161.124.141,1522591,1121076,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6eda9,10.139.72.54,1512753,1172341,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ee27,10.139.111.101,235372,235372,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ee2e,10.165.126.212,1521940,1161539,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ee35,10.155.94.93,1510569,1141328,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6eeb3,10.132.105.71,268248,1132436,OnlyVoice,,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f018,10.137.121.87,1517951,1200304,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f081,10.138.126.86,249528,1180302,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f0b9,10.141.103.180,1515052,1190230,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f15a,10.147.87.79,234074,234074,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f1ca,10.147.112.233,1512508,1150068,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f1f4,10.135.124.33,1512449,1152200,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f21e,10.165.125.59,1512572,1161047,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f23a,10.147.107.244,1512021,1152138,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f280,10.131.105.194,472738,1140256,3M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b6f305,10.129.95.248,1512776,1512776,OnlyVoice,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f313,10.135.83.59,1512390,1152187,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f344,10.159.120.209,259638,1151877,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f3c9,10.157.74.28,1511035,1151956,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f3f3,10.165.66.134,409364,1572089,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f416,10.162.124.181,1521776,1132561,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f47f,10.129.93.18,424947,1111182,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f50b,10.157.122.152,1511811,1152298,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f519,10.158.72.203,476008,1120052,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f527,10.164.97.165,422393,1354264,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f566,10.158.96.206,496840,1130235,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f59e,10.164.68.81,1514007,1172710,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f5d6,127.0.0.1,1512329,1172313,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f65b,10.135.117.170,1512862,1152260,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b6f662,10.159.117.6,1512292,1141442,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f726,10.141.74.234,1521214,1142346,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6f742,10.158.72.52,1513959,1111142,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fa13,10.152.120.115,1511631,1160985,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fa52,10.141.73.123,1512253,1190201,512K,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fac2,10.164.124.69,233562,1172268,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fae5,10.165.64.119,352271,1167888,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fb8d,10.135.111.224,1511163,1160973,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fbd3,10.149.64.53,442108,1152105,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fbda,10.147.126.102,1511101,1151977,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fc19,10.152.68.54,1512337,1161030,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fc2e,10.165.85.2,1513126,1161075,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fc3c,10.135.105.89,477561,1152264,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fc66,10.147.110.196,1510108,1152244,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fc90,10.162.90.187,1512303,1131292,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fca5,10.129.100.67,474809,1111211,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fcc8,10.152.101.238,1512851,1161063,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fceb,10.147.65.117,479130,1152246,3M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fd00,10.159.77.23,1511592,1511592,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fd8c,10.133.112.154,1513297,1152331,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fdee,10.159.76.7,1511283,1141378,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fdf5,10.150.100.100,325766,1100957,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fe26,10.164.113.150,1511196,1172270,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fe3b,10.133.115.103,465157,1172298,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fea4,10.139.113.103,361321,1391243,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6fece,127.0.0.1,437352,437352,,,,1,8
GT,Thomson,DWG855,ST80.30.06,0024d1b6ff06,10.139.106.141,1512081,1172376,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b6ffae,10.164.113.129,1511860,1172304,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7002c,10.162.79.192,1510318,1131158,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7003a,10.159.118.252,1511136,1141265,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70095,10.133.90.180,259550,259550,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b700aa,10.162.123.251,1511756,1130701,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70105,10.157.110.122,1511124,1151968,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70128,10.140.79.113,287855,1179410,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70198,10.161.96.38,1512210,1120509,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70232,10.139.104.165,1514475,1172798,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70239,10.164.106.7,300675,1351377,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70255,10.135.66.5,1514729,1152632,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70263,10.132.113.252,1510865,1131319,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70940,10.157.96.67,1514471,1152584,2M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70947,10.162.66.57,214434,214434,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b70955,10.135.122.11,233661,1152084,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70963,10.158.119.81,1527460,1112308,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b709e8,10.135.96.68,228591,228591,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70a20,10.149.88.221,1557246,1303499,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70a35,10.132.125.18,1521601,1132549,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70a82,10.135.126.98,478282,1152141,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70aac,10.133.114.188,297605,1350940,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70b4d,10.164.77.186,1504917,1172419,512K,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70bb6,10.147.124.75,364656,1304285,3M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70c57,10.150.111.216,1512120,1100251,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70c96,10.129.82.133,258107,1111082,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70cc0,10.158.83.41,1512516,1111075,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70d4c,10.164.104.60,1512598,1172434,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70d53,10.164.87.76,1512457,1172423,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70d61,10.129.75.251,1512496,1111074,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70d7d,10.162.105.248,1510914,1131241,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70d84,10.162.109.189,1510652,1131194,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70da7,10.159.108.68,1511668,1141402,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70db5,10.131.67.132,463625,1141370,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70ddf,10.162.117.197,1512028,1131273,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70e41,10.162.82.83,1511692,1131237,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70e48,10.133.118.206,258438,1172825,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70e56,10.162.66.54,233707,233707,5M,Layer2,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b70e8e,10.133.107.128,364284,1352506,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70ecd,10.152.82.176,233756,233756,1M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b70f13,10.165.96.1,1511052,1160983,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70f1a,10.131.119.108,1511705,1141406,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70f44,10.162.74.211,1511009,1131204,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b70f8a,10.161.107.116,1511843,1120489,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b74f78,10.151.126.88,1514417,1230090,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b74fb7,10.143.116.73,1516340,1240135,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b752a4,10.158.83.36,1512853,1512853,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b752f8,10.129.88.180,1512518,1111079,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75314,10.139.83.149,1512839,1172476,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b753a7,10.150.105.220,1513011,1100265,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b753bc,10.139.101.235,1512629,1172153,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7542c,10.151.126.157,235333,235333,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b754a3,10.150.68.93,1512710,1100257,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b75720,10.153.90.153,1513882,1200203,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75735,10.153.78.128,1513928,1513928,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7576d,10.153.88.66,1514811,1200234,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7577b,10.137.79.95,282229,1200273,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75807,10.141.104.254,1515146,1190253,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7582a,10.153.91.48,1514337,1190236,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75949,10.164.99.159,363392,1177295,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75988,10.157.74.157,1512666,1152234,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b759a4,10.139.106.247,1542151,1391059,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b759dc,10.131.106.93,1511003,1141365,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75a22,10.149.97.57,1513206,1152301,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75a29,10.162.94.55,1513422,1131398,5M,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b75a61,10.147.77.97,234655,234655,512K,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75aa0,10.153.92.251,1529075,1260065,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75ab5,10.135.87.127,1513640,1152407,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75d8d,10.139.109.229,222229,222229,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75da9,10.135.107.93,226477,226477,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75e0b,10.158.82.174,1111094,254482,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75e35,10.139.123.67,1513616,1172655,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75e82,10.139.64.98,1513508,1172618,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75eb3,10.140.86.248,1512996,1172660,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75ecf,10.150.112.16,1513350,1100275,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75f23,10.135.66.46,1513577,1152389,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75f3f,10.165.88.178,423200,1161150,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b75fa1,10.147.112.118,1514068,1152497,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7644e,10.159.66.245,1512981,1141478,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b76471,10.139.109.146,1512631,1172301,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b76519,10.161.84.102,237024,237024,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b76574,10.164.96.21,1513058,1172520,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7661c,10.131.127.149,1512656,1141363,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7663f,10.159.120.178,1513228,1141488,5M,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,0024d1b766d2,10.152.102.220,217569,217569,10M,Layer2,WPE,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7676c,10.132.66.164,1513449,1131402,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b76796,10.162.72.187,1513438,1131400,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b767e3,10.131.125.65,428226,428226,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b767f1,10.159.79.182,459352,1141506,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7680d,10.134.92.126,234963,234963,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7743f,10.143.118.0,235463,235463,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b77469,10.143.117.251,1240021,1515365,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b77526,10.150.120.164,1513414,1100276,2M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b77805,10.129.86.217,1512447,1111073,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b77901,10.158.118.127,472492,1140264,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b7812e,10.147.86.205,1512957,1152277,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b781e4,10.139.116.173,1513519,1172617,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b781eb,10.164.112.107,356501,1350503,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b782a8,10.151.127.199,1514738,1230116,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89d6b,10.157.118.230,1514764,1514764,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89d9c,10.152.72.175,382952,1169949,3M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b89df7,10.147.113.155,1514437,1152559,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89e2f,10.139.72.166,1514937,1514937,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89ea6,10.129.65.244,1514714,1111166,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89f24,10.139.112.153,1517654,1173350,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89f39,10.158.118.148,1513165,1111106,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89f78,10.159.73.149,1513924,1120325,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b89f86,10.162.127.234,1515993,1131577,3M,layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a090,10.162.113.207,1517344,1131663,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a0d6,10.132.114.247,1515113,1131524,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a0f9,10.161.88.174,1515163,1120569,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a21f,10.150.109.31,372135,1100748,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a22d,10.131.107.243,446375,1141712,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a234,10.186.0.166,460451,1120627,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a249,10.132.73.83,1517589,1131660,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a26c,10.158.113.255,1515828,1111225,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a27a,10.132.122.129,1514339,1131497,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a33e,10.158.90.145,1515064,1110596,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a3a0,10.164.122.119,254465,1173043,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a425,10.164.81.149,1515743,1173036,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a45d,10.164.102.65,237385,237385,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a50c,10.143.118.56,260291,1240284,10M,Layer3,WPA,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,0024d1b8a521,10.158.79.39,306727,306727,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a694,10.150.84.81,1517803,1100096,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a6be,10.139.124.67,1536686,1390915,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a6e8,10.141.73.108,1518723,1111327,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a6f6,10.139.101.62,1516992,1173481,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a6fd,10.139.104.63,1518009,1173664,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a727,10.150.124.9,1518585,1100366,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a76d,10.133.88.9,1518226,1173529,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a789,10.139.81.27,1518125,1173705,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a79e,10.139.72.217,1517997,1173482,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a7a5,10.164.80.154,269306,1171496,20M_5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8a82a,10.139.104.74,1518044,1173542,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a854,10.162.88.153,1517897,1131672,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a85b,10.162.108.46,1518879,1131724,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a8a1,10.139.84.31,1518158,1173531,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a8d2,10.139.115.73,1505539,1173069,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a926,10.164.104.65,1517257,1173227,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8a957,10.139.101.43,1517569,1171147,3M,Layer3,WPA,1,1
